trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1886,False,"{'a': 0.002, 'e': 0.023006005234056964}",20,11,16.880632387617954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.002, 'e': 0.022960039204939983}",25,11,22.09619653514004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.002, 'e': 0.022914165016010422}",25,11,26.72968611807162,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.002, 'e': 0.022868382483771488}",25,20,8.614990117504865,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1890,False,"{'a': 0.002, 'e': 0.02282269142509297}",25,15,19.32622833109637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.002, 'e': 0.022777091657210594}",25,11,25.43888039007298,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.002, 'e': 0.022731582997725205}",20,0,26.997575234700392,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1893,False,"{'a': 0.002, 'e': 0.022686165264602126}",20,13,12.05447719523087,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.002, 'e': 0.022640838276170343}",20,10,17.770330246769046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.002, 'e': 0.022595601851121864}",30,20,22.709036269404635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.002, 'e': 0.022550455808510905}",30,8,39.38829877735537,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.002, 'e': 0.02250539996775326}",20,5,27.753579532381117,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.002, 'e': 0.02246043414862548}",30,17,25.452135793373767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1899,False,"{'a': 0.002, 'e': 0.022415558171264255}",25,6,31.401114812080976,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.002, 'e': 0.02237077185616559}",20,0,16.78681381343677,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1901,False,"{'a': 0.002, 'e': 0.022326075024184187}",25,14,17.205719126553994,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.002, 'e': 0.02228146749653264}",20,13,12.039502110048495,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.002, 'e': 0.0222369490947808}",25,3,31.35057091866824,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.002, 'e': 0.022192519640854974}",20,11,16.295682481157424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.002, 'e': 0.022148178957037315}",20,8,20.87809781297427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.002, 'e': 0.022103926865965004}",25,18,9.576789031703257,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1907,False,"{'a': 0.002, 'e': 0.022059763190629637}",25,9,24.465693569265497,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1908,False,"{'a': 0.002, 'e': 0.02201568775437644}",20,8,15.692825053722459,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.002, 'e': 0.021971700380903618}",25,11,20.999821179553447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.002, 'e': 0.02192780089426161}",20,16,6.99251091337125,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1911,False,"{'a': 0.002, 'e': 0.021883989118852424}",25,10,22.447324214052035,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.002, 'e': 0.021840264879428885}",25,15,17.54881531755343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.002, 'e': 0.02179662800109399}",25,18,13.343647475041394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.002, 'e': 0.021753078309300157}",20,0,26.212971857170253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1915,False,"{'a': 0.002, 'e': 0.02170961562984857}",35,21,27.6412680973698,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.002, 'e': 0.02166623978888844}",20,8,23.316266692273114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.002, 'e': 0.021622950612916365}",25,15,17.487863782400524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.002, 'e': 0.021579747928775563}",25,14,16.843364508255352,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.002, 'e': 0.02153663156365526}",25,0,24.281255680554146,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1920,False,"{'a': 0.002, 'e': 0.021493601345089923}",25,16,17.105297413270396,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.002, 'e': 0.021450657100958614}",25,17,15.34149105526958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1922,False,"{'a': 0.002, 'e': 0.021407798659484324}",20,11,13.434911845070236,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.002, 'e': 0.021365025849233204}",20,14,12.363338049776448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1924,False,"{'a': 0.002, 'e': 0.02132233849911398}",30,20,13.777209976519309,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.002, 'e': 0.02127973643837717}",20,9,20.42325105261927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.002, 'e': 0.021237219496614494}",20,13,11.500687969557305,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.002, 'e': 0.02119478750375811}",20,10,15.183633127741226,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1928,False,"{'a': 0.002, 'e': 0.021152440290080017}",20,10,17.129846038008495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1929,False,"{'a': 0.002, 'e': 0.021110177686191275}",20,9,19.81571285263342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.002, 'e': 0.021067999523041434}",20,14,11.837917335648417,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.002, 'e': 0.021025905631917766}",20,9,18.5138867796631,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.002, 'e': 0.02098389584444467}",30,12,29.768046423167497,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.002, 'e': 0.02094196999258292}",25,8,29.297447559603203,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.002, 'e': 0.020900127908629072}",25,12,20.598481646134438,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.002, 'e': 0.020858369425214716}",20,12,14.089577951682218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.002, 'e': 0.020816694375305884}",20,13,14.221267592954547,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1937,False,"{'a': 0.002, 'e': 0.020775102592202298}",20,13,10.339869194994481,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1938,False,"{'a': 0.002, 'e': 0.02073359390953679}",25,14,23.22537840892476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.002, 'e': 0.020692168161274557}",20,12,15.419170427365852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1940,False,"{'a': 0.002, 'e': 0.020650825181712566}",25,7,28.12244606289998,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1941,False,"{'a': 0.002, 'e': 0.020609564805478826}",25,13,19.822870308109827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1942,False,"{'a': 0.002, 'e': 0.0205683868675318}",25,17,13.705447259619149,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1943,False,"{'a': 0.002, 'e': 0.02052729120315966}",25,15,17.7388619398431,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1944,False,"{'a': 0.002, 'e': 0.020486277647979705}",20,0,25.191909360841187,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1945,False,"{'a': 0.002, 'e': 0.020445346037937653}",20,16,10.212419043698938,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1946,False,"{'a': 0.002, 'e': 0.02040449620930702}",25,11,20.293120146106837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1947,False,"{'a': 0.002, 'e': 0.020363727998688425}",25,8,26.908437050705682,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1948,False,"{'a': 0.002, 'e': 0.020323041243008984}",30,22,16.245929072558532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1949,False,"{'a': 0.002, 'e': 0.0202824357795216}",25,14,21.160487719648327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.002, 'e': 0.02024191144580439}",25,14,18.78729020623233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1951,False,"{'a': 0.002, 'e': 0.020201468079759942}",25,2,32.65776960801318,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.002, 'e': 0.02016110551961476}",30,13,31.963944437459762,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.002, 'e': 0.020120823603918526}",25,14,0.9732145275352959,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1954,False,"{'a': 0.002, 'e': 0.020080622171543543}",25,1,27.777766867801795,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.002, 'e': 0.020040501061684014}",20,12,15.517818364058707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1956,False,"{'a': 0.002, 'e': 0.02000046011385546}",30,14,28.02860628912055,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1957,False,"{'a': 0.002, 'e': 0.01996049916789402}",20,2,23.07083143393551,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.002, 'e': 0.019920618063955876}",20,13,14.185390769331972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.002, 'e': 0.01988081664251654}",20,14,9.696129948733052,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.002, 'e': 0.019841094744370288}",25,11,24.48891423287879,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1961,False,"{'a': 0.002, 'e': 0.019801452210629462}",30,17,26.99594737235575,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1962,False,"{'a': 0.002, 'e': 0.019761888882723885}",20,0,19.236254547922414,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1963,False,"{'a': 0.002, 'e': 0.019722404602400184}",25,15,22.60545802283392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1964,False,"{'a': 0.002, 'e': 0.019682999211721196}",30,16,25.86613776070088,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1965,False,"{'a': 0.002, 'e': 0.019643672553065292}",20,0,-12.85537969973443,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1966,False,"{'a': 0.002, 'e': 0.0196044244691258}",25,17,15.490751555441703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1967,False,"{'a': 0.002, 'e': 0.019565254802910312}",20,14,9.003562399498403,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.002, 'e': 0.019526163397740135}",20,9,19.10867583419688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1969,False,"{'a': 0.002, 'e': 0.01948715009724957}",25,15,18.540720128708017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1970,False,"{'a': 0.002, 'e': 0.01944821474538539}",25,4,-26.699983646030173,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
1971,False,"{'a': 0.002, 'e': 0.019409357186406115}",25,8,25.070815728993207,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1972,False,"{'a': 0.002, 'e': 0.01937057726488147}",20,0,27.546405116370998,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1973,False,"{'a': 0.002, 'e': 0.019331874825691705}",20,6,25.369082167344704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'a': 0.002, 'e': 0.019293249714027027}",25,5,34.95396750101162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'a': 0.002, 'e': 0.01925470177538692}",20,14,11.612633157111539,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.002, 'e': 0.019216230855579598}",30,17,-8.459425814686977,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1977,False,"{'a': 0.002, 'e': 0.01917783680072131}",30,22,13.898034939470726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.002, 'e': 0.019139519457235805}",30,21,14.403637361199115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'a': 0.002, 'e': 0.019101278671853638}",20,0,28.169257336703275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1980,False,"{'a': 0.002, 'e': 0.019063114291611637}",25,13,18.90886556650615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.002, 'e': 0.01902502616385221}",30,16,28.900584766942025,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'a': 0.002, 'e': 0.018987014136222814}",20,9,20.728460828315217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.002, 'e': 0.01894907805667527}",30,21,14.75135973808222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1984,False,"{'a': 0.002, 'e': 0.018911217773465227}",25,6,31.345925419648463,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'a': 0.002, 'e': 0.018873433135151486}",20,9,24.64209912897396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1986,False,"{'a': 0.002, 'e': 0.018835723990595455}",25,18,0.6335251990280888,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1987,False,"{'a': 0.002, 'e': 0.018798090188960496}",30,14,27.92491417852973,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1988,False,"{'a': 0.002, 'e': 0.018760531579711363}",25,6,34.007243483523744,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1989,False,"{'a': 0.002, 'e': 0.018723048012613555}",20,3,-17.96037378020693,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1990,False,"{'a': 0.002, 'e': 0.018685639337732773}",25,16,17.531288058907045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.002, 'e': 0.018648305405434242}",20,3,25.85397628060595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'a': 0.002, 'e': 0.01861104606638221}",25,16,17.90464711112765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1993,False,"{'a': 0.002, 'e': 0.01857386117153925}",20,16,10.331927946025862,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'a': 0.002, 'e': 0.018536750572165746}",20,10,18.675416923092897,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.002, 'e': 0.018499714119819242}",20,5,26.52867925601876,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.002, 'e': 0.018462751666353888}",25,14,18.786839212416144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'a': 0.002, 'e': 0.01842586306391981}",30,20,19.26721144080515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1998,False,"{'a': 0.002, 'e': 0.018389048164962566}",35,21,24.687511206125823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1999,False,"{'a': 0.002, 'e': 0.01835230682222249}",25,20,8.954775762366566,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2000,False,"{'a': 0.002, 'e': 0.01831563888873418}",20,6,18.382652908725984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2001,False,"{'a': 0.002, 'e': 0.018279044217825845}",20,3,26.233783517295826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2002,False,"{'a': 0.002, 'e': 0.01824252266311874}",25,7,-14.69031237796377,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2003,False,"{'a': 0.002, 'e': 0.01820607407852663}",20,14,10.497563732616808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2004,False,"{'a': 0.002, 'e': 0.0181696983182551}",25,14,20.221728225495795,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.002, 'e': 0.018133395236801075}",30,2,48.52091623459513,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.002, 'e': 0.018097164688952158}",20,0,27.267069826216712,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2007,False,"{'a': 0.002, 'e': 0.018061006529786143}",25,12,21.263525557190817,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2008,False,"{'a': 0.002, 'e': 0.01802492061467033}",25,14,23.565674580852228,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'a': 0.002, 'e': 0.017988906799261007}",25,12,24.793932816583215,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'a': 0.002, 'e': 0.01795296493950285}",20,16,9.557185102467443,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.002, 'e': 0.017917094891628405}",20,13,12.396247301781553,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.002, 'e': 0.017881296512157415}",35,21,25.35001493676883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2013,False,"{'a': 0.002, 'e': 0.017845569657896316}",25,17,16.545510924669856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'a': 0.002, 'e': 0.017809914185937626}",35,25,17.74214360811818,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'a': 0.002, 'e': 0.01777432995365944}",30,15,27.274085133841933,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'a': 0.002, 'e': 0.017738816818724773}",25,6,31.00580376969187,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.002, 'e': 0.017703374639081032}",20,10,19.97089546816837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'a': 0.002, 'e': 0.01766800327295943}",20,6,26.58855309163448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'a': 0.002, 'e': 0.0176327025788745}",25,17,12.981449798721362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.002, 'e': 0.017597472415623393}",30,13,34.21503918119397,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2021,False,"{'a': 0.002, 'e': 0.017562312642285412}",20,0,-11.1010945491778,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2022,False,"{'a': 0.002, 'e': 0.0175272231182214}",20,13,12.31090585072035,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'a': 0.002, 'e': 0.017492203703073247}",35,23,16.718572163864017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.002, 'e': 0.01745725425676323}",25,10,27.07728021798291,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2025,False,"{'a': 0.002, 'e': 0.017422374639493515}",25,0,35.82421398982405,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2026,False,"{'a': 0.002, 'e': 0.017387564711745573}",25,3,38.2892248002851,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.002, 'e': 0.017352824334279676}",20,13,13.172618396725937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2028,False,"{'a': 0.002, 'e': 0.017318153368134255}",20,0,22.259777685209734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2029,False,"{'a': 0.002, 'e': 0.017283551674625395}",25,17,14.391578687898962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2030,False,"{'a': 0.002, 'e': 0.017249019115346265}",20,8,19.249952129406832,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.002, 'e': 0.017214555552166607}",30,10,37.16626548458488,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'a': 0.002, 'e': 0.017180160847232114}",20,16,8.015241841881542,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2033,False,"{'a': 0.002, 'e': 0.017145834862963918}",25,12,21.225391297748672,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'a': 0.002, 'e': 0.017111577462058016}",20,13,11.04559667998496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2035,False,"{'a': 0.002, 'e': 0.017077388507484793}",25,19,9.956097819439687,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2036,False,"{'a': 0.002, 'e': 0.017043267862488373}",25,15,11.804610598741363,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2037,False,"{'a': 0.002, 'e': 0.017009215390586124}",25,0,32.886340466680096,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2038,False,"{'a': 0.002, 'e': 0.016975230955568105}",20,8,-16.98464268141468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2039,False,"{'a': 0.002, 'e': 0.016941314421496552}",30,14,25.340524529013507,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2040,False,"{'a': 0.002, 'e': 0.01690746565270528}",20,12,13.881476448789549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2041,False,"{'a': 0.002, 'e': 0.016873684513799156}",20,1,23.98075142497706,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'a': 0.002, 'e': 0.01683997086965357}",25,15,20.30012479296704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2043,False,"{'a': 0.002, 'e': 0.016806324585413937}",25,0,37.32431705741884,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2044,False,"{'a': 0.002, 'e': 0.016772745526495048}",30,12,31.50480166250291,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2045,False,"{'a': 0.002, 'e': 0.016739233558580632}",30,4,43.52783340210184,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2046,False,"{'a': 0.002, 'e': 0.016705788547622755}",20,15,9.234472909084568,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2047,False,"{'a': 0.002, 'e': 0.016672410359841357}",30,19,20.743431956292692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2048,False,"{'a': 0.002, 'e': 0.016639098861723624}",25,10,29.969861395770177,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2049,False,"{'a': 0.002, 'e': 0.01660585392002353}",20,9,20.376199561217412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2050,False,"{'a': 0.002, 'e': 0.016572675401761255}",20,11,20.588332732387727,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2051,False,"{'a': 0.002, 'e': 0.016539563174222668}",20,0,29.22284504223063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2052,False,"{'a': 0.002, 'e': 0.016506517104958845}",25,14,18.735297485439535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2053,False,"{'a': 0.002, 'e': 0.01647353706178545}",20,14,10.87769198983244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2054,False,"{'a': 0.002, 'e': 0.01644062291278227}",20,12,-28.002965875944938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2055,False,"{'a': 0.002, 'e': 0.016407774526292645}",20,13,13.57679541203051,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2056,False,"{'a': 0.002, 'e': 0.01637499177092302}",25,0,34.249015783551975,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2057,False,"{'a': 0.002, 'e': 0.016342274515542307}",25,0,11.919887591633433,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
2058,False,"{'a': 0.002, 'e': 0.01630962262928145}",25,7,31.46812791776455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2059,False,"{'a': 0.002, 'e': 0.016277035981532836}",20,14,12.129174447034874,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2060,False,"{'a': 0.002, 'e': 0.01624451444194987}",20,5,22.646662695318042,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2061,False,"{'a': 0.002, 'e': 0.016212057880446332}",20,13,11.80324843594899,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2062,False,"{'a': 0.002, 'e': 0.01617966616719593}",25,13,18.82431900154937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2063,False,"{'a': 0.002, 'e': 0.016147339172631756}",25,11,23.619578774877283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2064,False,"{'a': 0.002, 'e': 0.016115076767445814}",25,8,18.216926282106588,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2065,False,"{'a': 0.002, 'e': 0.016082878822588433}",20,8,20.168551921471156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2066,False,"{'a': 0.002, 'e': 0.016050745209267785}",20,5,-15.82201076706047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
2067,False,"{'a': 0.002, 'e': 0.016018675798949358}",20,5,23.746528422914324,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2068,False,"{'a': 0.002, 'e': 0.0159866704633555}",20,16,7.8270481765246736,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
